iter	MultiClass
230	0.2637607262
231	0.2626542788
232	0.2617559555
233	0.2607908367
234	0.259689721
235	0.2583859319
236	0.2573136218
237	0.2567935817
238	0.2558054592
239	0.2549583157
240	0.2537201064
241	0.2529058578
242	0.2519220947
243	0.2509354226
244	0.2500201029
245	0.2491555543
246	0.2482258751
247	0.2474954453
248	0.2469830392
249	0.2460916079
250	0.2456039526
251	0.2447203806
252	0.243931632
253	0.242918256
254	0.2417380709
255	0.2411154256
256	0.2401095288
257	0.2392040076
258	0.2385254604
259	0.2374152983
260	0.2365269549
261	0.235577099
262	0.2346870008
263	0.2338107997
264	0.2325000851
265	0.231742464
266	0.2310159025
267	0.2298736855
268	0.2294014737
269	0.228475464
270	0.2278730109
271	0.2273926434
272	0.2264150902
273	0.2255252419
274	0.2245666861
275	0.2235251059
276	0.222875398
277	0.2219588547
278	0.2215054419
279	0.2208555571
280	0.2199886902
281	0.2189990336
282	0.2183563624
283	0.217784766
284	0.2169034043
285	0.2161612008
286	0.2154734748
287	0.2147033141
288	0.2140634319
289	0.2135843096
290	0.213061107
291	0.2124309677
292	0.2121769112
293	0.2113971362
294	0.2105021485
295	0.2096914798
296	0.2088641458
297	0.2080911352
298	0.2072730079
299	0.2067197746
300	0.2061535252
301	0.2056923682
302	0.2051416079
303	0.2047230528
304	0.2039288422
305	0.2033797386
306	0.2024867661
307	0.201805994
308	0.2013011198
309	0.2006907248
310	0.2002387577
311	0.199569978
312	0.1991018139
313	0.1985412819
314	0.1976765858
315	0.1968928726
316	0.1959443659
317	0.1953106066
318	0.1948326912
319	0.1941357447
320	0.1933720341
321	0.1928073397
322	0.1919237968
323	0.1912569971
324	0.1907127237
325	0.1900833259
326	0.1894793013
327	0.1888611706
328	0.1882082162
329	0.1877052904
330	0.1870441111
331	0.18648065
332	0.1857884131
333	0.185368783
334	0.1850267393
335	0.1845861459
336	0.1838202519
337	0.1831905388
338	0.182629232
339	0.1822714773
340	0.1815884483
341	0.1809465009
342	0.1803943939
343	0.1796774849
344	0.1792134704
345	0.1785282776
346	0.1777781669
347	0.177324686
348	0.1766832792
349	0.1761193602
350	0.1752856076
351	0.1749777572
352	0.1745732902
353	0.1740627458
354	0.1737661767
355	0.1731774517
356	0.1727061295
357	0.1720548073
358	0.171497301
359	0.170885401
360	0.1706091884
361	0.1703538739
362	0.1696541259
363	0.1690832921
364	0.1686047673
365	0.1680647382
366	0.1674553036
367	0.1668040213
368	0.1664049748
369	0.1657653814
370	0.1651631182
371	0.1648121041
372	0.1641854637
373	0.1639553112
374	0.163538885
375	0.1631526953
376	0.1629634297
377	0.1625791547
378	0.1621382564
379	0.1617045013
380	0.1612828386
381	0.1608841036
382	0.1604138155
383	0.1599710694
384	0.1595271
385	0.1589884921
386	0.1585061566
387	0.1581342641
388	0.1576103841
389	0.1571364198
390	0.1566030871
391	0.1561484068
392	0.1557953119
393	0.1553426358
394	0.1548081673
395	0.1544885459
396	0.1540693742
397	0.1536612539
398	0.1531708672
399	0.1526073558
400	0.1520321415
401	0.1514961163
402	0.1511301351
403	0.1509358903
404	0.1506506959
405	0.1501190043
406	0.1498697709
407	0.1496992454
408	0.1492612106
409	0.1489512881
410	0.1485815931
411	0.1484218981
412	0.1480071257
413	0.1476226876
414	0.1474349776
415	0.1471109105
416	0.1466643627
417	0.146181357
418	0.1459865964
419	0.145670988
420	0.1450697476
421	0.1445997207
422	0.144380624
423	0.143867807
424	0.1435261654
425	0.1431462795
426	0.1427511716
427	0.1424435934
428	0.1420276192
429	0.1417345327
430	0.1415057504
431	0.1412882044
432	0.1409089278
433	0.1406493547
434	0.1403423071
435	0.139984089
436	0.1397192969
437	0.1393816071
438	0.1390982018
439	0.1386677753
440	0.1382528608
441	0.138124313
442	0.1378141214
443	0.1375242931
444	0.1370351859
445	0.13667386
446	0.1364380423
447	0.1362836936
448	0.1359347738
449	0.1356619741
450	0.1352484525
451	0.1347605173
452	0.1344806774
453	0.1340724423
454	0.1336663388
455	0.1334948575
456	0.1332859759
457	0.1330148647
458	0.1326659293
459	0.1323778193
460	0.1318849182
461	0.1316145141
462	0.131250118
463	0.1310177428
464	0.1308315063
465	0.1304395412
466	0.1300449301
467	0.1295542134
468	0.1294201371
469	0.1290778009
470	0.1289171439
471	0.128758274
472	0.1283898057
473	0.1281231299
474	0.1278367065
475	0.127501094
476	0.1273009309
477	0.1268725858
478	0.1265548826
479	0.1262141811
480	0.1259797607
481	0.1256922231
482	0.1253735532
483	0.1250898087
484	0.1247235412
485	0.1245582346
486	0.1242115795
487	0.1239272913
488	0.1236432529
489	0.123291024
490	0.1231354692
491	0.1228084899
492	0.1225225546
493	0.1222050009
494	0.1220751794
495	0.1216589778
496	0.1214344417
497	0.1211886575
498	0.1209364964
499	0.1207349956
500	0.1204440536
501	0.1201176284
502	0.1199029491
503	0.1197019177
504	0.1194792542
505	0.1192179093
506	0.1189702798
507	0.1188543768
508	0.1185979318
509	0.1184206419
510	0.1182276602
511	0.1179859063
512	0.1178138142
513	0.1174817707
514	0.1171794796
515	0.1169815424
516	0.1168359099
517	0.1165796481
518	0.1163219969
519	0.1160575108
520	0.1159560041
521	0.1158778076
522	0.1156085938
523	0.1152231058
524	0.115099333
525	0.1148821624
526	0.1147686286
527	0.1145190074
528	0.1142268169
529	0.1140757285
530	0.1138460806
531	0.113540674
532	0.1132722939
533	0.1130638987
534	0.1128814606
535	0.1125786183
536	0.1123586317
537	0.1119923906
538	0.1119284028
539	0.1116011842
540	0.1114169211
541	0.1112560228
542	0.1111030652
543	0.11070717
544	0.1104391552
545	0.110157841
546	0.1099209977
547	0.1094904449
548	0.1091896676
549	0.1089521109
550	0.1087588214
551	0.108462858
552	0.1081838839
553	0.1079021927
554	0.1075262712
555	0.1073288712
556	0.1070960349
557	0.1069914216
558	0.1067966709
559	0.1065723205
560	0.1062844477
561	0.1060520802
562	0.1057630742
563	0.1055890167
564	0.1053415273
565	0.1051360109
566	0.1049113146
567	0.1046944567
568	0.1045705469
569	0.104297613
570	0.1041073523
571	0.1039273213
572	0.1037161869
573	0.1035937118
574	0.1035305304
575	0.1032987333
576	0.1031044046
577	0.1029746564
578	0.1027833241
579	0.1024963748
580	0.1022206995
581	0.1021064003
582	0.1017886525
583	0.101628814
584	0.1015072857
585	0.101449893
586	0.101158079
587	0.1010017747
588	0.1007747482
589	0.1006220064
590	0.1003861418
591	0.1000838831
592	0.09993924772
593	0.09966101504
594	0.09947637941
595	0.09937201608
596	0.09915424833
597	0.09894610471
598	0.09874524399
599	0.09849340124
600	0.09834882567
601	0.09821653316
602	0.0979916581
603	0.09785370947
604	0.09774886121
605	0.0974957079
606	0.09727409729
607	0.0970443132
608	0.09669276331
609	0.09653086238
610	0.09625941726
611	0.09614191655
612	0.09592430906
613	0.09578831902
614	0.09563632794
615	0.09549201281
616	0.09544118211
617	0.09530369919
618	0.09507573021
619	0.09489384743
620	0.09479795935
621	0.09454915465
622	0.09427745315
623	0.09406886187
624	0.09381006029
625	0.09370611358
626	0.09356948402
627	0.09340779471
628	0.09321349757
629	0.09307511773
630	0.0928332659
631	0.09265876765
632	0.09254076541
633	0.09234483108
634	0.09215194515
635	0.09193906449
636	0.09167164918
637	0.09146922153
638	0.09120010899
639	0.0910940731
640	0.09087606628
641	0.09070583551
642	0.09044950367
643	0.09032973235
644	0.0900851537
645	0.08992837397
646	0.08981075231
647	0.08956925524
648	0.08938844358
649	0.0892780519
650	0.08900903788
651	0.08873431428
652	0.08864442616
653	0.08842659629
654	0.08820883817
655	0.08804891224
656	0.08789017222
657	0.087719093
658	0.08749115106
659	0.08732559229
660	0.08712843139
661	0.08696593128
662	0.08670092511
663	0.08658305206
664	0.08640561595
665	0.08626123481
666	0.08614024263
667	0.08598006035
668	0.08587940072
669	0.0857952786
670	0.0856635801
671	0.08548910967
672	0.08536366174
673	0.08515095541
674	0.08508367041
675	0.08490364468
676	0.08476358739
677	0.08464446348
678	0.08441343404
679	0.08427151977
680	0.08409974914
681	0.08395209921
682	0.08385272161
683	0.08369415692
684	0.08350889526
685	0.08331977751
686	0.08313164409
687	0.08297750221
688	0.08282317589
689	0.08264796455
690	0.08243259995
691	0.08226647531
692	0.08210121187
693	0.08197712178
694	0.08181277932
695	0.08166136264
696	0.08150283541
697	0.08136496883
698	0.08121474017
699	0.08101462046
700	0.08090259503
701	0.08076009958
702	0.08055076893
703	0.08044227605
704	0.08026421677
705	0.08007798316
706	0.07995839859
707	0.0797936893
708	0.07957921035
709	0.0794314841
710	0.07927412499
711	0.07908295715
712	0.07897991201
713	0.07891202717
714	0.07873837057
715	0.07862983329
716	0.07851768377
717	0.07848229213
718	0.07832587721
719	0.07823376377
720	0.07803432676
721	0.07794369684
722	0.07784850592
723	0.07769854817
724	0.07759808277
725	0.07749717339
726	0.07740575789
727	0.07724638237
728	0.07714599731
729	0.07705920401
730	0.07693903814
731	0.07684889928
732	0.07677333081
733	0.07665685254
734	0.07653624001
735	0.07649211594
736	0.07642402037
737	0.07629248467
738	0.07616312312
739	0.07598247407
740	0.07584796587
741	0.07573121354
742	0.07566851883
743	0.0755103276
744	0.07528625307
745	0.07514795305
746	0.07503203056
747	0.07488005949
748	0.07480613977
749	0.07463218978
750	0.07452334514
751	0.07435675126
752	0.07419497893
753	0.07411578011
754	0.0739629484
755	0.07381322451
756	0.07369905963
757	0.07357108762
758	0.07342055305
759	0.07332817062
760	0.07320031203
761	0.07311860489
762	0.07298000594
763	0.07289904746
764	0.0727310054
765	0.07264425517
766	0.07253257547
767	0.07229949797
768	0.07217821595
769	0.07208022285
770	0.07195716013
771	0.07183423947
772	0.07176615719
773	0.07162283215
774	0.07149812228
775	0.07138212108
776	0.07126038395
777	0.07113395596
778	0.07103125613
779	0.07089831373
780	0.07079708861
781	0.07067861859
782	0.07061330343
783	0.07041941605
784	0.07032726603
785	0.07020346882
786	0.07015407151
787	0.07012337581
788	0.07003929771
789	0.06994556437
790	0.06983678694
791	0.0697448494
792	0.06965394063
793	0.06955859226
794	0.06943193634
795	0.06937475972
796	0.06922314335
797	0.06910086502
798	0.06900956509
799	0.06889864139
800	0.06872816284
801	0.06863378953
802	0.06859041066
803	0.06843382008
804	0.06835860192
805	0.06826389225
806	0.06815482885
807	0.06797003487
808	0.06786742373
809	0.06778675183
810	0.06759699301
811	0.06753238093
812	0.06744115615
813	0.0673544332
814	0.06727143224
815	0.0671403356
816	0.06708275157
817	0.0669793419
818	0.06693701418
819	0.06681346128
820	0.0667444582
821	0.06660800728
822	0.06651859447
823	0.06647636338
824	0.06633865343
825	0.06630152463
826	0.06623486669
827	0.06609910066
828	0.06600005109
829	0.0658738694
830	0.06576957019
831	0.06565381618
832	0.06556908174
833	0.06548135211
834	0.06538017617
835	0.06532166896
836	0.06522432832
837	0.06510825903
838	0.06507391775
839	0.06502199008
840	0.06490801753
841	0.06475905539
842	0.06464888149
843	0.06460131396
844	0.06449825311
845	0.06442688604
846	0.06439296784
847	0.06432432664
848	0.06421712719
849	0.06418218842
850	0.06412018859
851	0.06405237268
852	0.06401209253
853	0.0639347558
854	0.06382719985
855	0.0637020893
856	0.0636332002
857	0.06352589125
858	0.06346407175
859	0.06330083542
860	0.06320690977
861	0.06312003309
862	0.06307992077
863	0.0629589707
864	0.06289816635
865	0.06281143632
866	0.06266951228
867	0.0625684564
868	0.06246219008
869	0.06234652478
870	0.06224223938
871	0.06213621258
872	0.06207540502
873	0.0619565622
874	0.06184737548
875	0.06176900493
876	0.06173418201
877	0.06162486565
878	0.06154234263
879	0.06141305926
880	0.06130393498
881	0.06120749499
882	0.06111645106
883	0.06101372766
884	0.06093602563
885	0.06088550941
886	0.06075308122
887	0.06069795027
888	0.06061182144
889	0.06052393702
890	0.06044230539
891	0.06028208833
892	0.06019308651
893	0.06010276738
894	0.05999331534
895	0.05986266818
896	0.05982670546
897	0.05977846447
898	0.05969820035
899	0.05959742381
900	0.05950866641
901	0.05939734009
902	0.05932593207
903	0.05922747153
904	0.0591460409
905	0.0590681462
906	0.05901254086
907	0.05894991873
908	0.058891416
909	0.05880335982
910	0.05874215587
911	0.05867840846
912	0.05861265634
913	0.05858694172
914	0.05847805749
915	0.05841307998
916	0.05833677454
917	0.05820812237
918	0.05809010303
919	0.05798232206
920	0.05787021546
921	0.0577355009
922	0.05764493039
923	0.05756416289
924	0.0574916429
925	0.05743361589
926	0.05733905945
927	0.05727037467
928	0.05720937004
929	0.05710471183
930	0.05702347082
931	0.05700428689
932	0.05690738366
933	0.05683356476
934	0.05676412029
935	0.05672759725
936	0.05666950547
937	0.05659803735
938	0.0564659955
939	0.05642675757
940	0.05633630489
941	0.05624318051
942	0.05613545728
943	0.05602241747
944	0.05595024447
945	0.05583771635
946	0.05574291884
947	0.05562708736
948	0.055532487
949	0.05540062556
950	0.05534732885
951	0.05528154338
952	0.05525004841
953	0.05515672976
954	0.05506164183
955	0.05499434142
956	0.05492284888
957	0.05489781337
958	0.05480738586
959	0.05473386133
960	0.05464347966
961	0.0545782357
962	0.05451621199
963	0.05445126832
964	0.05437711825
965	0.05426606278
966	0.05420667575
967	0.05407472913
968	0.05403460335
969	0.05392967151
970	0.05381997566
971	0.05378271601
972	0.05373590545
973	0.05366707074
974	0.05362450337
975	0.05356937072
976	0.05353867673
977	0.05351504663
978	0.05349763529
979	0.05343797656
980	0.05341225688
981	0.05335241774
982	0.0533069354
983	0.05327142801
984	0.05319505696
985	0.05308552079
986	0.05306228922
987	0.05301211476
988	0.05292616905
989	0.05285752533
990	0.05284468094
991	0.05278809206
992	0.05271214387
993	0.0525886664
994	0.05252148393
995	0.05243341111
996	0.05236201696
997	0.0522817015
998	0.05225457169
999	0.05217278651
