,pet_original_glrlm_RunLengthNonUniformityNormalized,ct_original_glrlm_RunEntropy,pet_original_gldm_LargeDependenceEmphasis,ct_original_gldm_DependenceVariance,pet_original_firstorder_Minimum,pet_original_glcm_Imc1,ct_original_glcm_Imc2,pet_original_glcm_Idn,ct_original_firstorder_Entropy,ct_original_firstorder_10Percentile,ct_original_firstorder_Minimum,ct_original_firstorder_MeanAbsoluteDeviation,pet_original_gldm_SmallDependenceEmphasis,pet_original_glcm_Id,pet_original_firstorder_10Percentile,ct_original_firstorder_Uniformity,ct_original_glszm_GrayLevelNonUniformityNormalized,pet_original_glcm_Idmn,pet_original_glrlm_RunEntropy,ct_original_glszm_SmallAreaEmphasis,ct_original_glszm_GrayLevelVariance,pet_original_glcm_Correlation,pet_original_glszm_SmallAreaLowGrayLevelEmphasis,ct_original_glcm_DifferenceVariance,ct_original_gldm_DependenceEntropy,ct_original_firstorder_Variance,pet_original_glcm_Contrast,pet_original_glcm_InverseVariance,pet_original_gldm_LowGrayLevelEmphasis,pet_original_ngtdm_Contrast,pet_original_glrlm_LongRunEmphasis,ct_original_glcm_Correlation,ct_original_gldm_LargeDependenceHighGrayLevelEmphasis,pet_original_glszm_SmallAreaEmphasis,pet_original_gldm_DependenceVariance,ct_original_glszm_SmallAreaLowGrayLevelEmphasis,ct_original_ngtdm_Strength,ct_original_glcm_MCC,ct_original_ngtdm_Complexity,ct_original_glcm_Id,ct_original_ngtdm_Busyness,ct_original_firstorder_InterquartileRange,ct_original_glszm_ZoneEntropy,ct_original_ngtdm_Coarseness,ct_original_glcm_Autocorrelation,pet_original_glszm_SizeZoneNonUniformityNormalized,pet_original_firstorder_Uniformity,pet_original_ngtdm_Complexity,pet_original_gldm_DependenceNonUniformityNormalized,ct_original_firstorder_Mean,pet_original_firstorder_90Percentile,ct_original_gldm_LargeDependenceLowGrayLevelEmphasis,ct_original_firstorder_Maximum,pet_original_glszm_LargeAreaEmphasis,ct_original_firstorder_Kurtosis,ct_original_glszm_SizeZoneNonUniformity,ct_original_glcm_Contrast,pet_original_gldm_GrayLevelNonUniformity,pet_original_glrlm_LongRunHighGrayLevelEmphasis,pet_original_ngtdm_Strength,ct_original_glszm_HighGrayLevelZoneEmphasis,ct_original_glrlm_RunLengthNonUniformity,ct_original_glrlm_ShortRunHighGrayLevelEmphasis,ct_original_glrlm_LongRunLowGrayLevelEmphasis,ct_original_gldm_LargeDependenceEmphasis,pet_original_firstorder_Maximum,ct_original_glcm_Imc1,pet_original_gldm_DependenceNonUniformity,pet_original_glszm_LargeAreaHighGrayLevelEmphasis,pet_original_ngtdm_Busyness,ct_original_glcm_ClusterProminence,ct_original_glrlm_LongRunHighGrayLevelEmphasis,pet_original_glcm_Imc2,pet_original_glrlm_ShortRunLowGrayLevelEmphasis,pet_original_glszm_LowGrayLevelZoneEmphasis,ct_original_firstorder_Energy,ct_original_gldm_SmallDependenceLowGrayLevelEmphasis,pet_original_glszm_GrayLevelNonUniformity,label
374,0.16346310541978132,0.7815183235487806,0.6044868788595998,0.6835590618031481,0.10810810810810811,0.6120441048334927,0.38607101393448146,0.777093928669228,0.259227714202397,0.6565656565656566,0.011235955056179775,0.08031331311938586,0.005767454642858691,0.7860602499625551,0.11320754716981132,0.7627649510645087,0.3120588036128855,0.8414445475257155,0.7480378612701539,0.7364520658568969,0.12770010457988507,0.7046809192513082,0.19479101030866405,0.08516705614650366,0.5372523489666889,0.02203222539621317,0.027132390583546547,0.353935265232732,0.7949791190693107,0.07064942833522313,0.14443713871335656,0.5121695951626313,0.5325007545052637,0.43085392757815544,0.440369256993805,0.30910323679484153,0.001795705242639664,0.3833113879494712,0.033952320504104516,0.9153297657664824,0.18736723032131786,0.0273972602739726,0.5797056523526174,0.0005727296133882427,0.37966931970115464,0.17550240806708856,0.5616562379993246,0.0081925152654718,0.04091843117084032,0.5307767061152906,0.15384615384615385,0.08432829520929445,0.3214285714285714,0.11054528215280701,0.07613713910059229,0.29859162973712067,0.017932631373181733,0.20282335292897283,0.1762030196785352,0.0005749039956055006,0.2555018370258662,0.10623369791894996,0.32375767776559133,0.03240292729404613,0.7415064583018115,0.18695652173913047,0.8219886819900896,0.17870908007028538,0.050181997251683264,0.45015707120225273,0.0005142939488070353,0.16641955332413932,0.6535250588240255,0.3438082181373428,0.403836176083585,0.26087915396748407,0.02154726919079121,0.02224012113287061,1
379,0.6822724542319005,0.8254139731847399,0.1547982170462657,0.4709255158108381,0.21621621621621623,0.6634089582705023,0.18522071303580104,0.6506973004614922,0.04541982724701331,0.6363636363636365,0.5955056179775281,0.038137362971432186,0.0701365397218073,0.21935171985180046,0.3584905660377358,0.9696715362886974,0.43115117873746023,0.8633243359290503,0.9041612603128886,0.40871550126788936,0.052184717470428826,0.876940722411348,0.2580024377798108,0.014676895789080442,0.24460483337272315,0.006210804155225827,0.306215888783484,0.7475349092979658,0.19125522946434936,0.32146705177102525,0.016269003835036072,0.48820634663104817,0.06619330908583577,0.5224061273494472,0.30237448433370495,0.24830070153073977,0.025375011690946008,0.40679772981266976,0.0031969050068955925,0.9910261246335758,0.09748981663426351,0.0136986301369863,0.6705284547232195,0.004812065126071885,0.0011129870146800586,0.26120820411424545,0.0056891441286269495,0.4469144746841495,0.10199133497605103,0.5080120771569252,0.8626373626373627,0.9999999999999999,0.5044642857142857,0.0040684080793787145,0.2251895293618377,0.047378214762814314,0.00282050218091398,0.04368126604722888,0.4625924612161496,0.01132209627759556,0.05413597420252282,0.03475062517999495,0.026081929804524208,1.0,0.9272557228026638,1.0,0.7437176544480621,0.23099631852249833,0.01853464896452308,0.0345147853709036,0.00017595490549946003,0.05626278618712423,0.9077428212403617,0.19083019149688096,0.31396645330227524,0.22864775901551865,0.031088235272745818,0.06052156264860204,1
380,0.34019701860696483,0.7204480972929808,0.46436759635807995,0.508681260862212,0.1891891891891892,0.7492113275839296,0.24348925681326322,0.7119543889919693,0.07779043389941723,0.595959595959596,0.14606741573033707,0.07484683724369823,0.01634704584814727,0.6561621391690011,0.2830188679245283,0.9425793135412444,0.3173210555521127,0.8455364803330756,0.670653866401622,0.5166226173106738,0.07444842125340573,0.624766931828007,0.19805640532668006,0.02617225164074606,0.4094507930933709,0.01008184449722927,0.04531252268076341,0.5596699721339163,0.4948100719218682,0.10556477906178768,0.08232803588912883,0.44270806427713477,0.5766480875780682,0.37705124502499227,0.6919207929123833,0.09429344920949581,0.02648765658473821,0.4830354595463614,0.006488586126868447,0.9775168982695165,0.011586777830870042,0.0547945205479452,0.4107694354785984,0.012763397892492395,0.37204289397451573,0.1549558005693487,0.36306180935668914,0.031019375346216464,0.021557172223329424,0.49090730761447415,0.21978021978021983,0.09259453928192508,0.2633928571428571,0.010082100432279344,0.06899467614435968,0.010603695685010826,0.005113319081165907,0.02941196306239814,0.23082190888536613,0.00433342823081985,0.2790443907875185,0.011397114447327205,0.2065663494706682,0.04390673090749304,0.8095680754960477,0.28695652173913044,0.7778444581051431,0.031088684415879544,0.010643593497568653,0.055782244162448674,0.00014008291535750516,0.21987184350038882,0.6060625331109942,0.5055160716605931,0.3594729975796376,0.046168468642756,0.0020564325157443686,0.008032294671142845,1
382,0.8688132585371395,0.5622442295110697,0.056466246609605315,0.6037779787019392,0.4864864864864865,0.8730462073558448,0.4040030509630566,0.4099614775927436,0.3185762720166683,0.5606060606060607,0.011235955056179775,0.21664589006775592,0.17114032093474776,0.06236008986261021,0.44339622641509435,0.7302776132620823,0.22019785594149094,0.6284481970180664,0.6649088193984463,0.6327203935948555,0.13594756286568077,0.5262712228614874,0.34403130496066936,0.2269355929929628,0.6219294745268296,0.10258141953597127,0.4702446373513333,0.6746364291844392,0.1649511267586905,0.4765880348622265,0.004260165987872329,0.50623416558139,0.35624498228150603,0.5323983797492666,0.09255159238764639,0.33089808019890965,0.05697927717126035,0.4562552928565048,0.054616862433705886,0.868873781357033,0.007971186266600816,0.0273972602739726,0.37739001968003044,0.014954350568520606,0.3462829591608174,0.28244091686276596,0.11429198451706835,0.3092058256992263,0.2502055226796762,0.4830303696246338,0.6456043956043956,0.06027478404304919,0.40625,3.796579117882086e-05,0.0274182466166138,0.012118509354298083,0.049320422588809726,0.0021653446863409967,0.14867822326030183,0.09337158762600087,0.2052377414561664,0.0060575357262736135,0.2595062107808949,0.009879094590448707,0.50429750667889,0.7521739130434782,0.8420555466757949,0.011072627106218893,7.993546784010712e-05,0.004681301804512944,0.002932003710949804,0.04806904223516127,0.5943821716651752,0.19172949270407336,0.3735079337619735,0.006781689440445003,0.06629370092506194,0.01031306970122044,1
384,0.26198243482523015,0.8078386031997138,0.5318307684575244,0.4103304465419769,0.2702702702702703,0.5183778527110123,0.28151167643485686,0.8192116030932364,0.08145638801131178,0.6565656565656566,0.1797752808988764,0.046615093344412196,0.010422804063472985,0.6581714022871414,0.32075471698113206,0.9388258352691592,0.30255507141005344,0.94525847588781,0.8791358588349967,0.5408520735343794,0.056121429903014955,0.8326973030316585,0.11716046212988963,0.014516942908927749,0.18025706209044096,0.013529740282855302,0.04813172766093699,0.5422216609251703,0.3632446665779858,0.04938112010034113,0.10958007581228749,0.6792668342980408,0.6780143605703784,0.17944288141552694,0.6086342129550052,0.38220801039975455,0.018916944975067743,0.6649554050808543,0.0019895783048095228,0.9858046810774558,0.018951852676963483,0.0273972602739726,0.3669992444897095,0.012215705470435132,0.36377219107473996,0.10703223383047743,0.24756973433317148,0.10026347060947721,0.015493285203390605,0.5086521300743614,0.31318681318681324,0.11073247125689126,0.18750000000000003,0.02130189097109282,0.09551412631694683,0.006362217411006495,0.0028175759138822608,0.03396409055504005,0.4191700746599124,0.022331475849498055,0.0977711738484398,0.008202052961072206,0.09888934673789915,0.10963329150903958,0.9549040709252741,0.5478260869565217,0.6226103796863971,0.04447389488798095,0.02931248002415787,0.021421813154967325,0.0003028156106863613,0.523578861466703,0.8608364474716866,0.314034063505644,0.2943751132365679,0.07237044441746014,0.003777761289203896,0.0045435202180201945,2
388,0.7711866985032785,0.7423864098450541,0.10239009161140591,0.9143181254035159,0.16216216216216217,0.6638957444312956,0.5882004693248433,0.6191381236479296,0.5179862710704445,0.30303030303030304,0.07865168539325842,0.3542298085028742,0.08465151531615113,0.15866678705864734,0.3584905660377358,0.47064910421569534,0.2209688768350741,0.8470108072640326,0.8662161858085993,0.6129979582094295,0.1450148542109339,0.8815839771500947,0.19019930280446273,0.18071172263650334,0.6707477939288711,0.11595834637208148,0.3437493714574923,0.7752156192045309,0.20150643636159432,0.3672196718020877,0.010742111772438275,0.6334807654912917,0.42988637472382946,0.5371189314108626,0.15907397025267175,0.48681866452526623,0.005330302948783227,0.5457669517300524,0.07272726484655076,0.8159963217652219,0.09575480288284083,0.1780821917808219,0.5888946235508998,0.001463813440086629,0.3255899559607665,0.2641276526355386,0.007910239514317574,0.46872244701093774,0.17734182645676394,0.43036430675525966,0.9065934065934067,0.0788309353926095,0.3482142857142857,0.0007110365875098863,0.007099824778967813,0.07580209482933413,0.042930160794967615,0.010537361528150671,0.3732066597868114,0.04816452150509652,0.1416810569856632,0.052665293116990614,0.23995316966253158,0.021704386275672442,0.6198602471286618,1.0,0.7754696031787138,0.07310605151997063,0.0029278699139997605,0.014059722717989682,0.0029352495573825633,0.09305088339174994,0.9149271811092518,0.22408999557553133,0.2629972539639201,0.04568410830664743,0.07767526198456706,0.01760297344012886,1
389,0.11252761837485215,0.8737368349546155,0.6827780270733109,0.8701457927358524,0.08108108108108109,0.5762582267453407,0.91785845553919,0.8339838023484982,0.7270165145294881,0.18181818181818182,0.07865168539325842,0.6708882911989563,0.0035580527301445264,0.8403579961736141,0.09433962264150944,0.29485732646698354,0.24717245024844103,0.8828818501438356,0.7581667533297489,0.6621786217298694,0.16399216004060943,0.7015273137278563,0.058092233541080875,0.2703048589906519,0.8109528008859239,0.3403334668704965,0.019994924020215316,0.2654805723168898,0.8540069038451102,0.03683718796157968,0.19576053763144086,0.90522564347382,0.6529883451682096,0.2679463571565737,0.4588721880359109,0.24696177952097748,0.006909103516187305,0.876041381971231,0.1046620137345952,0.7945227222393295,0.08948621946292262,0.4657534246575342,0.6100960957792461,0.0011280587718944446,0.5259876806947762,0.10639004198138015,0.6606107797816507,0.00619518357618607,0.04944869064978977,0.515872420800124,0.1318681318681319,0.1220874440834672,0.5,0.027921754494743423,0.003574553609493896,0.17276449898221208,0.06414890643675833,0.08697571435480755,0.19637387365874398,0.002678554928637404,0.28430534918276373,0.08997173468833344,0.4245656952021889,0.028169825791666204,0.59666037048366,0.15652173913043482,0.49768658372993746,0.0704555489889736,0.011263523278636878,0.11254200059770134,0.04309368133465558,0.13552307113226805,0.6215755025244039,0.2814967061480573,0.4258796153470429,0.10873946121127047,0.04470754443862618,0.006082066746873593,0
392,0.8059942913735929,0.7621382468019007,0.11290536089758016,0.8861281049180443,0.4864864864864865,0.7723500601198074,0.758744925242318,0.5216139275827518,0.5732909072565995,0.6565656565656566,0.0898876404494382,0.2822481385705609,0.15996118134707543,0.1399456161120638,0.8867924528301887,0.4938100141785568,0.15595724627128815,0.7469926079386093,0.8057650221710795,0.4998041998550367,0.2615983163607839,0.68384122416921,0.1748057494636749,0.3677445760708267,0.706318330501567,0.2001903704189383,0.39161741375126174,0.698174013351898,0.0,0.5278988240784416,0.009593449156841866,0.6460188285189827,0.39874425749017,0.6121352137283186,0.34785692749538305,0.07396584200116325,0.02993003464813864,0.994630746813072,0.10088483386018028,0.821215470370095,0.024893174469812197,0.0136986301369863,0.5644082135067903,0.0044348339996698035,0.4198552172909492,0.3469749924824159,0.010106200845989344,0.3181304704508451,0.17031830461554104,0.5297632582103502,0.9285714285714286,0.07572547668858566,0.5267857142857143,7.307988333643835e-05,0.014028562137686239,0.03518499022753592,0.08334363230803926,0.0034617697766671264,0.6091675320046686,0.04550079923677876,0.5350111441307578,0.017728174860975516,0.6144747240565009,0.01596430837566012,0.564869740048039,0.8521739130434782,0.5858725503953714,0.022976928691180606,0.0009847584511135368,0.0033206627673705593,0.013285904656512797,0.07458647645736559,0.7761323996531624,0.0,0.12691158127078783,0.020818800202204345,0.029420073819647098,0.017130331329584247,1
393,0.14578982821714176,0.7562361224299805,0.6476035302248203,0.7526986280074756,0.02702702702702703,0.8048173338802274,0.6526504082698293,0.7706384936474486,0.511772993480143,0.5151515151515152,0.10112359550561797,0.21785256146765566,0.004599058940395418,0.8348382896540794,0.03773584905660378,0.524269353875223,0.13875282482147278,0.7573690685813927,0.6772858840689799,0.5092043452680586,0.21595823444483891,0.5073561767419014,0.07157191567218113,0.18187160675978958,0.6862175281646183,0.08855871647216339,0.02048940850093775,0.27573590556683175,0.9049938158359437,0.0764681294215434,0.16495500516687137,0.6451586530163103,0.4262878207813928,0.20150090755881467,0.4789429001422035,0.402647271082738,0.014869638767320793,0.5966069882802613,0.05541431369266294,0.8181121725945438,0.03419338713551941,0.0547945205479452,0.5550084994772373,0.004028777102518323,0.4004135057480687,0.2506997246427722,0.7626808166643735,0.0016482385439305297,0.040294194961038504,0.49160999213154316,0.10439560439560441,0.06555228979404512,0.375,0.013271642005176406,0.015031503102662071,0.020071281118056204,0.043266291039096884,0.024052102118657572,0.13513914522791443,0.0023228217544889484,0.2552934621099554,0.018482682244000643,0.35865766724150366,0.014989248252583144,0.5818223411056213,0.06521739130434782,0.7191268684179678,0.01591524370431196,0.004778366447396344,0.07272316400838166,0.0031409811931700947,0.08247765737510686,0.37727034042037205,0.3003123443158938,0.7949341975840325,0.02228508215812018,0.051523460635525646,0.003739904397145875,0
398,0.560675059964918,0.48591906826391734,0.18685362224542967,0.2076303427315584,0.1891891891891892,0.7867385347200307,0.6863473253969518,0.7147368613744272,0.7329605102188362,0.16161616161616163,0.1348314606741573,0.5852134923172988,0.05303475665345757,0.5634588684266146,0.19622641509433966,0.17115805822119357,0.2235134879776195,0.855652872232338,0.4509523685383426,0.16986506200328297,0.11886019173248917,0.5248433635897897,0.02272080858208219,0.3208230026662126,0.7213399637625608,0.21437078473751037,0.10219666577155931,0.5800940605494549,0.7792759301951995,0.057982232999689555,0.02185210836388099,0.6666525844674596,0.06891067501457891,0.3054321513639362,0.2837462282940762,0.20162101105912653,0.034176172671974474,0.5601955680271042,0.06915591643508104,0.6067344878505626,0.021968054695998575,0.6164383561643836,0.4670560415009692,0.014024870257225026,0.20313516358547573,0.1840952557221298,0.5294390317594233,0.09338715329365017,0.10535696624405613,0.3012856521524323,0.17582417582417584,0.06360459048975042,0.20089285714285712,8.600313164305064e-05,0.0004373561433462904,0.000815668898846985,0.10519974331164225,0.0031154201845164336,0.03170612002135275,0.2721603182287574,0.13341524745685218,0.012562279937275182,0.3108385000832355,0.009026869716801233,0.14871858668285315,0.5304347826086956,0.7889986928359352,0.003392051242010484,3.499113953847698e-05,0.003647399928234793,0.005722594911649234,0.008796109907716827,0.5684044379976235,0.6195011279130122,0.31354376594559946,0.002244854180366478,0.12185444936402877,0.0019832826348500847,0
399,0.45092808292068903,0.7361146699442258,0.28028963544445346,0.6094586394704965,0.16216216216216217,0.7085913074797277,0.8334755911455012,0.8137857676872344,0.7882268182671959,0.14141414141414144,0.02247191011235955,0.6153623983379536,0.02401029278702228,0.5218522807965897,0.18867924528301885,0.14034697840096522,0.12490716953106962,0.9492296120312425,0.6825220380828567,0.5994479504610999,0.18231289025936923,0.7609657131144466,0.0187080658753965,0.2988732989940686,0.9291106749004971,0.2529779806877654,0.11359644872191701,0.6344906560643812,0.6464826926943364,0.035051423029258635,0.03879255690455548,0.765350488735312,0.18750021325845706,0.31141524326686126,0.31734784241542846,0.18227000771891808,0.01334761185688042,0.6914621355643915,0.17043918405290065,0.7093769709695751,0.0991603134330658,0.5753424657534245,0.6515885598756328,0.0015967369317402271,0.21242757838552845,0.10315232474218226,0.3516054573016339,0.373685883863301,0.07685641580056335,0.2944561828341168,0.27472527472527475,0.15642268647478186,0.5223214285714286,0.0024080469358838154,0.0023860627085107874,0.05320783013371503,0.080833765990725,0.02620789088260064,0.09719787477667144,0.1629704317107946,0.3170969539375928,0.06698087586162237,0.2780653251055911,0.024109547609787244,0.39447923058722717,1.0,0.6731773856450167,0.03919786558673542,0.0016818438769760395,0.014176491832047439,0.008469975936618516,0.024571013270459068,0.7213591838930433,0.46941256765586914,0.27745514680139755,0.02595493914082701,0.05198409717345636,0.005553191377580238,0
400,0.4236901356670783,0.641195113772824,0.3293320010029706,0.5313357206073688,0.2702702702702703,0.649646200147677,0.12658386244552577,0.6331795789588659,0.02174563271313598,0.6464646464646465,0.07865168539325842,0.03342412266079828,0.025656856621466446,0.5658585398440688,0.3018867924528302,0.9872501885212404,0.4646675691876945,0.7950906204925836,0.6859418834870845,0.3568100175985508,0.059879307184312544,0.7578869691836002,0.184489459074428,0.0029544122552004723,0.41904259899783775,0.003872522883792354,0.060800562127482076,0.6877490800432005,0.44868546306080914,0.20806676799734108,0.04544320455235001,0.5440373252963102,0.5630293741994615,0.3664558575078527,0.4616226962171233,0.10775784468880627,0.0828328412945112,0.5263515258279986,0.0011571776254915619,0.9974385319050706,0.002880209022512686,0.0136986301369863,0.5452235728503907,0.04092318648329322,0.3685071106817973,0.12760039369122766,0.24256215554957594,0.02884942308812419,0.0401673942736506,0.5150314612143543,0.30219780219780223,0.09046538195765426,0.2589285714285714,0.0071323133193421425,0.17849338200620102,0.006265820177506396,0.0005647842348578199,0.03857200081183474,0.18914977104721198,0.0021808607345861933,0.24182763744427932,0.023583423730284214,0.20728439153581574,0.04215529105304866,0.7915654391152696,0.32173913043478264,0.6481843783696428,0.06034839925141795,0.00912723595438179,0.12202117046541833,2.2699443176788586e-05,0.2112381364121376,0.773338019515306,0.449562539009713,0.43337486051653995,0.08439223952686463,0.0019250075692519427,0.016957066527968225,1
404,0.497318983668888,0.6084616197322557,0.28767693176993003,0.5917882260304625,0.35135135135135137,0.7275587414387268,0.5598206699669516,0.7823015985978521,0.2349828541993561,0.6464646464646465,0.06741573033707865,0.08103982246027516,0.05509053258704404,0.5676103510296426,0.4150943396226415,0.8051792156978934,0.2392434632187876,0.9253290496040742,0.689980879263302,0.5024517365938147,0.09795725461501904,0.6967581725485004,0.5159498527782027,0.05487492502118162,0.6402309713272145,0.028028354876116372,0.08748096724151481,0.5899899155144646,0.2507335127840798,0.05221358677161807,0.035967826254549494,0.674132640698373,0.40895197349727475,0.5465210461029917,0.5508009140991253,0.43114173653291593,0.004715421057531814,0.7621561155805412,0.0199871262230889,0.9509771938601804,0.08863278947854773,0.0136986301369863,0.7321077865163141,0.001316236542285122,0.3714187848049848,0.27074851244794484,0.36354552741594753,0.173834298797608,0.03471766627941078,0.5067503428104219,0.3296703296703297,0.06352375423853783,0.3705357142857143,0.0014999584170838501,0.052973270349775,0.1333036028972789,0.011048004233424424,0.10805054749352802,0.16864267023514942,0.00979370197327013,0.1516459023888444,0.12941926798727976,0.2683405234933794,0.012720786180105163,0.5655094609238601,0.6652173913043478,0.5635380117892752,0.1262316280071672,0.002016781786382915,0.06320522594804069,0.0007830539587983675,0.07204925276091965,0.7022387325674078,0.23184697267929294,0.41972244999706687,0.1792694646537681,0.03694810296672376,0.1078462786678581,1
405,0.07556876951511154,0.7441380107511151,0.780473613883414,0.5029808629417432,0.05405405405405406,0.6414091637848397,0.8211368216255046,0.9028691795003256,0.8957024763818364,0.21212121212121213,0.011235955056179775,0.5746819653896146,0.0022456800031182946,0.9063529114667814,0.07547169811320754,0.0500272974008138,0.15826130327523902,0.9320465803096072,0.7813507335447067,0.7030451241926435,0.17730470319106534,0.6218236592082343,0.02884793700824322,0.32997364682849645,1.0,0.22565459408628302,0.011629637482736046,0.1562768083661937,0.9361795714684857,0.010197819219677684,0.30478421997806215,0.7591057736156208,0.2558296352042861,0.10950256448907948,0.5204178809662219,0.47785029379146254,0.002372512041341485,0.6820841994562381,0.2813678036641025,0.6206521118476364,0.38056523962703304,0.5068493150684932,0.7066830062764364,0.00021473763387003797,0.3520264558876567,0.02868482824063069,0.8337533338546672,0.0036590371121389986,0.08129457266792259,0.41299532828342705,0.09340659340659344,0.07599374494990255,0.6205357142857143,0.26067015531146887,0.002529171362669717,0.3818085158040552,0.10183058997737306,0.2696287453374434,0.238219437962455,0.0018485074310826926,0.20835690830350106,0.4288548807621856,0.3889917550646222,0.010840522629799176,0.3343151943422892,0.13043478260869568,0.7277599179616879,0.21453298812142466,0.08933019242872751,0.14940472351942655,0.013564063988009646,0.032327678856394974,0.45792607429714705,0.2567423405629949,0.5321302037748914,0.1977450692574901,0.07030041853343326,0.01831230966178245,0
406,0.4162682001448407,0.5886116503543319,0.2924022321160622,0.7299353850044756,0.16216216216216217,0.736284572514215,0.31853522121512534,0.657464240105023,0.25374619996282255,0.5050505050505051,0.0449438202247191,0.1875717287634946,0.01606434536007235,0.5941305228821576,0.22641509433962265,0.7628761262713382,0.33608441544790046,0.8096686070158272,0.5847957917070532,0.5305351278236554,0.050252646247655144,0.6547034723061516,0.01876118454972128,0.13372617911479068,0.5970388575122711,0.060718708182893606,0.05640219839005686,0.6451912434610855,0.6435370447672756,0.1188262861175889,0.04048029778927131,0.49657439778966234,0.4122245313327948,0.11123749929789581,0.28586455520557175,0.6248651060517367,0.0098094718928448,0.3435990820504665,0.011917334349382493,0.9013640939992521,0.042001373949685276,0.0410958904109589,0.4860191134521408,0.006153062026156057,0.34247554444038397,0.09084899923323027,0.37534869773116614,0.030711085980824743,0.08981820492117867,0.46799088054362664,0.21978021978021983,0.06713343139359662,0.19196428571428573,0.0018014287141281202,0.02816482593190919,0.01845828508131514,0.02832811265193053,0.013241796112027453,0.09129304925990644,0.011806939224134224,0.07213416983104946,0.01658888736225499,0.21043365552842053,0.014722409202035264,0.5821694222047523,0.26521739130434785,0.8609262297803262,0.01985190658933409,0.0013143928969482524,0.03618258985138968,0.001274306757431973,0.07256081400309917,0.6310331612510957,0.5266548652149567,0.413410538027411,0.01946223923583128,0.07476678275473496,0.004125227880488177,0
408,0.5850810752789628,0.8441653222268781,0.22550848782070423,0.4674047445305202,0.13513513513513514,0.6225213514967909,0.3566885603092461,0.6000416765035497,0.12801170374274684,0.6060606060606061,0.2247191011235955,0.06861561909976202,0.033288282218865366,0.3428519318531902,0.18867924528301885,0.9050155174575605,0.23512286925677178,0.800421259421781,0.8303193463630549,0.37777467435620876,0.13428917826467737,0.8768823018403469,0.026215617309198632,0.03528759538698434,0.3315173680102464,0.014750893078516961,0.1851646177587525,0.7232882811933301,0.33029753219783325,0.382940131451219,0.02826390081460313,0.5457227892819412,0.629781060281311,0.2760927956603479,0.37982306748497124,0.22919780033261694,0.017490381005211938,0.5416823448363672,0.010999729261963137,0.9694855597850459,0.019524711196921063,0.0273972602739726,0.5136461273359545,0.005873112970226367,0.3709435607264327,0.09857354119089055,0.07374551825350073,0.12865389369955937,0.08265009425704062,0.4998455536898672,0.631868131868132,0.1014126320726681,0.3348214285714286,0.010357075501356693,0.06468602359555373,0.004989974440005095,0.006966999324118921,0.025299884416267154,0.39775710470035286,0.009399786454067357,0.22362555720653787,0.015321702647592379,0.1716733227643621,0.06930082906916055,0.882989401330109,0.6304347826086957,0.6710070475695373,0.08624761069320219,0.025428584003949425,0.04314269749293533,0.0003361481051095411,0.33838588912509604,0.8969884410527699,0.2878810749879931,0.03962042480952678,0.09187729286275473,0.003743195132004622,0.006468552593664892,1
413,0.06222687157778753,0.8754759492589255,0.8349237028616566,0.7014491263123467,0.05405405405405406,0.6449963541981153,0.8783020460695294,0.9730883027506474,0.4747113711570757,0.6666666666666667,0.06741573033707865,0.18343088551274955,0.0027245808913139965,0.9806210640281432,0.05660377358490566,0.458455667655665,0.19504015977751943,0.9715313599326052,0.7322048323292389,0.49791575111807046,0.12871711845060133,0.5540749550039954,0.20252691348634602,0.05969875504515097,0.6395326378239654,0.044747205793536284,0.0024040858780722423,0.032352949408975984,0.9895452722205422,0.0011582464022754434,0.4075737606945979,0.8756679661281666,0.5826241282295083,0.19872095416224678,0.5906150067369212,0.11816758339291208,0.0016123717684827863,0.8836134870221151,0.03464071464773298,0.9446320164970846,0.2645221160643096,0.0958904109589041,0.8414806239754427,0.00029351138261829066,0.43626076898585386,0.025191304581542368,0.9708374984309642,0.00018867836346134027,0.21161094623206944,0.5606575892043419,0.05494505494505495,0.07733675525105992,0.4821428571428572,0.15807299971746058,0.021370995322736227,0.44964256993760543,0.012118987822265455,0.8745717394020321,0.29134853540336747,0.000522224326299768,0.40114667728130177,0.31673015315077124,0.43002381831483033,0.0319710563269644,0.7297179301433151,0.047826086956521754,0.2756439016956287,0.9999999999999999,0.05375534044931922,0.17622694455015053,0.0017000001031846428,0.18640338446219948,0.24500888574352406,0.3027185175021635,0.8784384702795437,0.7877729045273556,0.009540714080362712,0.13523823988621378,1
